"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
50,"RM",52,6240,"Reg","Inside","NAmes","1.5Fin",5,6,1928,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,1042,1042,"Ex",1042,534,0,1576,0,0,1,0,3,1,"TA",8,1,"Detchd",1928,"Unf",1,225,0,0,0,0,0,0,0,8,2006,149000
20,"RL",0,11200,"Reg","Inside","NAmes","1Story",6,5,1985,1985,"Gable","Wd Sdng","VinylSd","BrkFace",85,"Gd","CBlock","Gd","No","GLQ",1258,0,40,1298,"TA",1298,0,0,1298,1,0,2,0,3,1,"Gd",5,1,"Attchd",1985,"Unf",2,403,165,26,0,0,0,0,0,5,2006,180000
70,"RL",75,12000,"Reg","Inside","NAmes","2Story",7,7,1941,1950,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",275,0,429,704,"Ex",860,704,0,1564,0,0,1,1,3,1,"TA",7,1,"Attchd",1941,"Unf",1,234,0,0,0,0,0,0,0,7,2009,174500
50,"RM",0,5700,"Reg","Inside","OldTown","1.5Fin",7,7,1926,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","No","Unf",0,0,572,572,"TA",572,539,0,1111,0,0,1,0,2,1,"TA",5,1,"Detchd",1982,"Unf",1,288,0,0,176,0,0,0,0,8,2008,116900
70,"RM",50,9000,"Reg","Inside","OldTown","2Story",7,9,1920,1988,"Hip","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","ALQ",624,0,26,650,"Ex",832,650,0,1482,0,1,1,0,3,1,"TA",7,0,"Detchd",1930,"Unf",2,324,0,0,0,0,0,0,0,7,2009,143000
20,"RL",57,8280,"IR1","Inside","NAmes","1Story",6,5,1950,1950,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",0,0,932,932,"Ex",932,0,0,932,0,0,1,0,2,1,"Gd",4,1,"Attchd",1950,"Unf",1,306,0,0,214,0,0,0,0,11,2007,124000
20,"RL",134,17755,"Reg","Inside","NAmes","1Story",5,4,1959,1959,"Gable","HdBoard","Plywood","BrkFace",132,"TA","CBlock","TA","No","BLQ",176,0,1290,1466,"TA",1466,0,0,1466,0,0,1,1,3,1,"TA",6,2,"Attchd",1959,"Fin",2,528,0,140,0,0,100,0,0,11,2006,149900
20,"RL",90,14115,"IR1","Inside","NAmes","1Story",6,7,1956,2004,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","ALQ",296,547,230,1073,"Ex",1811,0,0,1811,0,0,1,0,2,1,"TA",6,1,"Attchd",1956,"Fin",2,470,0,0,280,0,0,0,0,7,2006,230000
30,"RM",0,5890,"Reg","Corner","NAmes","1Story",6,8,1930,2007,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","BrkTil","TA","Av","ALQ",538,0,278,816,"Ex",816,0,0,816,0,0,1,0,2,1,"TA",5,0,"Detchd",2002,"Unf",1,432,0,0,96,0,0,0,0,6,2008,120500
60,"RL",0,13700,"IR1","Inside","NAmes","2Story",7,6,1965,1988,"Gable","VinylSd","VinylSd","Stone",288,"TA","CBlock","TA","Gd","ALQ",454,0,410,864,"TA",902,918,0,1820,0,0,1,2,4,1,"Gd",8,2,"Attchd",1965,"Unf",2,492,60,84,0,0,273,0,0,5,2008,201800
20,"RL",90,10768,"IR1","Corner","NAmes","1Story",5,8,1976,2004,"Gable","Plywood","Plywood","None",0,"Gd","CBlock","Gd","Gd","ALQ",1157,0,280,1437,"TA",1437,0,0,1437,1,0,2,0,3,1,"Gd",6,1,"Attchd",1976,"RFn",2,528,0,21,0,0,180,0,0,7,2007,218000
80,"RL",85,9350,"Reg","Inside","NAmes","1Story",5,8,1965,1999,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","Gd","ALQ",633,0,586,1219,"Gd",1265,0,0,1265,0,1,2,0,3,1,"Gd",6,1,"Attchd",1965,"RFn",2,502,0,92,0,96,0,0,0,10,2008,179900
120,"RL",34,5001,"IR1","Inside","NAmes","1Story",7,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",166,"Gd","PConc","Gd","No","GLQ",904,0,410,1314,"Ex",1314,0,0,1314,1,0,2,0,2,1,"Gd",6,1,"Attchd",2008,"RFn",2,626,172,62,0,0,0,0,0,7,2009,230000
20,"RL",92,11932,"Reg","Inside","NAmes","1Story",8,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",186,"Gd","PConc","Gd","No","Unf",0,0,1580,1580,"Ex",1580,0,0,1580,0,0,2,0,3,1,"Gd",7,0,"Attchd",2008,"RFn",3,830,0,24,0,0,0,0,0,6,2008,235128
60,"RL",76,9120,"Reg","Inside","NAmes","2Story",6,6,1974,1974,"Hip","HdBoard","HdBoard","BrkFace",270,"Gd","CBlock","TA","No","ALQ",442,0,459,901,"TA",943,933,0,1876,0,0,2,1,4,1,"Gd",8,1,"Attchd",1974,"RFn",2,540,0,69,0,0,0,0,0,7,2008,185000
160,"RL",24,2280,"Reg","Inside","NAmes","2Story",6,5,1978,1978,"Gable","Plywood","VinylSd","None",0,"TA","CBlock","Gd","No","ALQ",311,0,544,855,"Ex",855,601,0,1456,0,0,2,1,3,1,"TA",7,1,"Attchd",1978,"Unf",2,440,26,0,0,0,0,0,0,7,2010,146000
20,"RL",0,14778,"IR1","Inside","NAmes","1Story",6,7,1954,2006,"Hip","HdBoard","HdBoard","BrkFace",72,"Gd","CBlock","TA","No","BLQ",728,0,568,1296,"Ex",1640,0,0,1640,1,0,1,0,3,1,"Gd",7,1,"Detchd",1993,"Unf",2,924,108,0,0,216,0,0,0,11,2008,224000
20,"RL",109,8724,"Reg","Inside","NAmes","1Story",5,5,1968,1968,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","No","BLQ",492,0,402,894,"Gd",894,0,0,894,0,0,1,0,3,1,"TA",5,1,"Attchd",1968,"Fin",2,450,0,0,0,0,0,0,0,5,2007,129000
90,"RL",60,12900,"Reg","Inside","NAmes","1Story",4,4,1969,1969,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","Av","GLQ",1198,0,0,1198,"TA",1258,0,0,1258,2,0,0,2,0,2,"TA",6,0,"Attchd",1969,"Unf",2,400,120,0,0,0,0,0,0,1,2008,108959
80,"RL",0,16157,"IR1","Inside","NAmes","1Story",5,7,1978,1978,"Gable","Plywood","Plywood","None",0,"TA","PConc","Gd","Gd","ALQ",680,391,289,1360,"Ex",1432,0,0,1432,1,0,1,1,2,1,"Gd",5,1,"Attchd",1978,"Unf",2,588,168,180,0,0,0,0,0,6,2007,194000
20,"RL",79,9541,"IR1","Inside","NAmes","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",268,"Gd","PConc","Gd","No","Unf",0,0,1502,1502,"Ex",1502,0,0,1502,0,0,2,0,3,1,"Gd",7,0,"Attchd",2009,"RFn",2,644,0,114,0,0,0,0,0,9,2009,233170
20,"RL",64,10475,"IR1","Corner","CollgCr","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",72,"Gd","PConc","Gd","Av","Unf",0,0,1694,1694,"Ex",1694,0,0,1694,0,0,2,0,3,1,"Gd",7,0,"Attchd",2008,"RFn",3,776,160,33,0,0,0,0,0,2,2010,245350
60,"RL",58,10852,"IR1","Inside","NAmes","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","GLQ",786,0,173,959,"Ex",959,712,0,1671,1,0,2,1,3,1,"TA",7,1,"Attchd",2000,"Fin",2,472,0,38,0,0,0,0,0,2,2006,173000
70,"RL",120,13728,"Reg","Corner","NAmes","2Story",6,7,1935,1986,"Hip","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Rec",626,0,501,1127,"Ex",1236,872,0,2108,0,0,2,0,4,1,"Gd",7,2,"Attchd",1935,"Unf",2,540,0,0,0,0,90,0,0,7,2008,235000
60,"RL",118,35760,"IR1","Inside","NAmes","2Story",10,5,1995,1996,"Hip","HdBoard","HdBoard","BrkFace",1378,"Gd","PConc","Ex","Gd","GLQ",1387,0,543,1930,"Ex",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,1,"Attchd",1995,"Fin",3,807,361,76,0,0,0,0,0,7,2006,625000
80,"RL",76,9880,"Reg","Inside","NAmes","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","Av","ALQ",522,0,574,1096,"TA",1118,0,0,1118,1,0,1,0,3,1,"TA",6,1,"Attchd",1977,"Fin",1,358,203,0,0,0,0,576,0,7,2008,171000
20,"RL",76,9120,"Reg","Inside","NAmes","1Story",6,6,1958,1958,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","ALQ",662,0,599,1261,"Ex",1261,0,0,1261,1,0,1,0,3,1,"TA",6,1,"Attchd",1958,"RFn",2,433,0,0,0,0,288,0,1400,11,2008,163000
160,"RL",35,4017,"IR1","Inside","NAmes","2Story",7,5,2006,2007,"Gable","MetalSd","MetalSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,625,625,"Ex",625,625,0,1250,0,0,2,1,2,1,"Gd",5,0,"Detchd",2006,"Fin",2,625,0,54,0,0,0,0,0,3,2008,171900
50,"RL",138,18030,"IR1","Inside","NAmes","1.5Fin",5,6,1946,1994,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",152,469,977,1598,"TA",1636,971,479,3086,0,0,3,0,3,1,"TA",12,1,"Attchd",0,"Unf",0,0,122,0,0,0,0,0,0,3,2007,200500
70,"RL",80,16560,"IR1","Inside","NAmes","2Story",6,8,1932,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","Gd","No","Rec",503,0,449,952,"TA",1170,1175,0,2345,0,0,2,1,4,1,"TA",9,1,"Detchd",1932,"Unf",2,360,0,0,0,0,0,0,0,7,2006,239000
50,"RL",85,10678,"Reg","Inside","NAmes","1.5Fin",8,5,1992,2000,"Hip","HdBoard","HdBoard","BrkFace",337,"Gd","PConc","Gd","No","GLQ",700,0,983,1683,"Ex",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,1,"Attchd",1992,"Fin",2,541,0,33,0,0,0,0,0,4,2007,285000
20,"RL",37,6951,"IR1","Inside","NAmes","1Story",5,5,1984,1985,"Gable","HdBoard","Plywood","None",0,"TA","CBlock","TA","No","ALQ",658,0,218,876,"TA",923,0,0,923,1,0,1,0,3,1,"TA",5,0,"Attchd",1984,"Unf",1,264,362,0,0,0,0,0,0,10,2008,119500
50,"RM",0,3950,"Reg","Inside","OldTown","1.5Fin",6,8,1926,2004,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",468,0,350,818,"TA",818,406,0,1224,0,0,1,0,3,1,"TA",5,0,"Detchd",1926,"Unf",1,210,0,0,116,0,0,0,0,12,2009,115000
50,"RL",54,7681,"IR1","Inside","NAmes","1.5Fin",5,6,1921,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,731,731,"Ex",820,523,0,1343,0,0,1,1,3,1,"TA",7,1,"Detchd",1921,"Unf",1,186,192,0,102,0,0,0,0,7,2009,154900
20,"RL",77,8335,"Reg","Corner","NAmes","1Story",5,5,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","No","Unf",0,0,0,0,"Gd",1124,0,0,1124,0,0,1,0,3,1,"TA",5,1,"Attchd",0,"Unf",0,0,0,36,190,0,0,0,0,4,2006,93000
60,"RL",0,11170,"Reg","Corner","NAmes","2Story",7,5,1990,1991,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","Gd","No","Unf",1216,0,0,1216,"Ex",1298,1216,0,2514,0,0,2,1,4,1,"TA",8,0,"Attchd",1990,"Fin",2,693,0,0,0,0,0,0,0,4,2006,250000
120,"RM",64,5587,"IR1","Inside","NAmes","1Story",8,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",186,"TA","PConc","Ex","Gd","GLQ",1480,0,120,1600,"Ex",1652,0,0,1652,1,1,2,0,2,1,"Gd",5,1,"Attchd",2008,"Fin",2,482,162,53,0,153,0,0,0,11,2008,392500
60,"RL",160,15623,"IR1","Corner","NAmes","2Story",10,5,1996,1996,"Hip","Wd Sdng","VinylSd","None",0,"Gd","PConc","Ex","Av","GLQ",2096,0,300,2396,"Ex",2411,2065,0,4476,1,0,3,1,4,1,"TA",10,2,"Attchd",1996,"Fin",3,813,171,78,0,0,0,555,0,7,2007,745000
30,"RL",60,10800,"Reg","Inside","OldTown","1Story",5,6,1920,1950,"Hip","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Rec",821,0,299,1120,"Ex",1130,0,0,1130,1,0,1,0,2,1,"TA",5,1,"Detchd",1970,"Unf",2,720,229,0,0,0,0,0,0,6,2006,120000
20,"RL",50,35133,"Reg","Inside","NAmes","1Story",5,4,1963,1963,"Hip","MetalSd","MetalSd","BrkFace",226,"TA","CBlock","TA","Gd","Rec",1159,0,413,1572,"Gd",1572,0,0,1572,1,0,1,1,3,1,"TA",5,2,"Attchd",1963,"RFn",3,995,0,263,0,0,263,0,0,5,2007,186700
50,"RL",60,9738,"Reg","Inside","NAmes","1.5Fin",5,7,1924,1950,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","BLQ",392,0,392,784,"Gd",949,272,0,1221,1,0,1,0,4,1,"TA",7,0,"Attchd",1965,"Unf",1,392,0,0,236,0,0,0,0,3,2006,104900
190,"RL",107,10615,"IR1","Corner","OldTown","2Story",3,5,1900,1970,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","Mn","BLQ",440,0,538,978,"TA",1014,685,0,1699,1,0,2,0,3,2,"TA",7,0,"Attchd",1920,"Unf",2,420,0,74,0,0,0,0,0,8,2009,95000
20,"RL",89,12461,"Reg","Corner","NAmes","1Story",8,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",1456,0,168,1624,"Ex",1624,0,0,1624,1,0,2,0,2,1,"Gd",5,1,"Attchd",1994,"RFn",3,757,0,114,192,0,0,0,0,7,2006,262000
60,"RL",68,8935,"IR1","Inside","CollgCr","2Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",95,"Gd","PConc","Gd","No","Unf",0,0,831,831,"Ex",831,829,0,1660,0,0,2,1,3,1,"Gd",7,0,"Attchd",2002,"RFn",2,493,144,68,0,0,0,0,0,7,2009,195000
60,"RL",60,7500,"Reg","Inside","NAmes","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","Unf",0,0,994,994,"Gd",1028,776,0,1804,0,0,2,1,3,1,"Gd",7,1,"Attchd",1999,"Fin",2,442,140,60,0,0,0,0,0,6,2010,189000
190,"RL",0,32463,"Reg","Inside","NAmes","1Story",4,4,1961,1975,"Gable","MetalSd","MetalSd","Stone",149,"TA","CBlock","TA","Av","BLQ",1159,0,90,1249,"Ex",1622,0,0,1622,1,0,1,0,3,1,"TA",7,1,"Attchd",1975,"Fin",4,1356,439,0,0,0,0,0,0,3,2007,168000
160,"RL",24,2645,"Reg","Inside","NAmes","2Story",8,5,1999,2000,"Gable","MetalSd","MetalSd","BrkFace",456,"Gd","PConc","Gd","No","Unf",0,0,776,776,"Ex",764,677,0,1441,0,0,2,1,2,1,"Gd",5,0,"Detchd",1999,"Unf",2,492,206,0,0,0,0,0,0,11,2007,174000
50,"RM",60,9600,"Reg","Inside","OldTown","1.5Fin",5,8,1925,1994,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","Mn","Unf",0,0,702,702,"Gd",842,630,0,1472,0,0,1,0,3,1,"Gd",6,0,"Detchd",1925,"Unf",1,250,0,0,84,0,0,0,0,7,2007,125000
120,"RM",0,4500,"Reg","Inside","NAmes","1Story",6,5,1999,1999,"Hip","VinylSd","VinylSd","BrkFace",425,"TA","PConc","Ex","No","GLQ",883,0,341,1224,"Ex",1224,0,0,1224,1,0,2,0,2,1,"TA",5,0,"Attchd",1999,"Fin",2,402,0,304,0,0,0,0,0,6,2009,165000
60,"RL",80,9364,"Reg","Corner","NAmes","2Story",6,7,1969,1969,"Gable","HdBoard","HdBoard","Stone",143,"TA","CBlock","TA","No","ALQ",371,0,292,663,"TA",663,689,0,1352,0,0,1,1,4,1,"TA",7,0,"Attchd",1969,"Fin",1,299,379,36,0,0,0,0,0,3,2010,158000
60,"RL",51,8029,"IR1","Inside","NAmes","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","Unf",0,0,728,728,"Ex",728,728,0,1456,0,0,2,1,3,1,"Gd",8,0,"Attchd",2005,"Fin",2,400,100,24,0,0,0,0,0,7,2008,176000
60,"RL",58,14054,"IR1","Inside","NAmes","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","Unf",0,0,879,879,"Ex",879,984,0,1863,0,0,2,1,4,1,"Gd",9,1,"Attchd",2006,"Fin",3,660,100,17,0,0,0,0,0,11,2006,219210
75,"RM",65,8850,"IR1","Corner","OldTown","1Story",7,6,1916,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,815,815,"Ex",815,875,0,1690,0,0,1,0,3,1,"TA",7,1,"Detchd",1916,"Unf",1,225,0,0,330,0,0,0,0,7,2006,144000
20,"RL",70,9100,"Reg","Inside","CollgCr","1Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,1212,1212,"Ex",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,0,"Attchd",2001,"RFn",2,573,356,0,0,0,0,0,0,6,2009,178000
20,"RL",75,11235,"Reg","Inside","NAmes","1Story",4,5,1963,1979,"Gable","HdBoard","HdBoard","BrkFace",51,"TA","CBlock","TA","No","Rec",547,0,504,1051,"Gd",1382,0,0,1382,0,0,1,1,3,1,"TA",6,1,"Attchd",1974,"Unf",2,459,0,82,0,0,0,0,0,10,2006,148000
20,"RL",71,9353,"Reg","Inside","NAmes","1Story",4,5,1970,1970,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Unf",0,0,864,864,"Gd",864,0,0,864,0,0,1,0,3,1,"TA",5,0,"Attchd",1972,"Unf",1,280,0,0,0,0,0,0,0,7,2006,116050
60,"RL",80,10400,"Reg","Corner","CollgCr","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","Av","Unf",0,0,866,866,"Ex",866,913,0,1779,0,0,2,1,3,1,"Gd",6,0,"Attchd",1998,"RFn",2,546,198,36,0,0,0,0,0,3,2009,197900
50,"RM",50,6000,"Reg","Corner","NAmes","1.5Fin",5,8,1925,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,884,884,"Ex",884,464,0,1348,1,0,1,0,3,1,"TA",5,1,"Detchd",1960,"Unf",1,216,0,0,208,0,0,0,0,5,2009,117000
20,"RL",75,9750,"Reg","Inside","CollgCr","1Story",7,5,2000,2001,"Gable","VinylSd","VinylSd","BrkFace",171,"Gd","PConc","Gd","No","Unf",0,0,1630,1630,"Ex",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,1,"Attchd",2000,"Unf",2,451,74,234,0,0,0,0,0,10,2009,213000
20,"RL",78,10140,"Reg","Inside","NAmes","1Story",5,6,1975,1975,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","No","ALQ",788,0,268,1056,"Ex",1074,0,0,1074,1,0,1,1,3,1,"TA",6,0,"Attchd",1975,"RFn",2,495,0,88,0,0,0,0,0,7,2006,153500
20,"RL",90,14684,"IR1","Inside","NAmes","1Story",7,7,1990,1991,"Hip","HdBoard","HdBoard","BrkFace",234,"Gd","CBlock","Gd","Mn","ALQ",485,177,1496,2158,"Gd",2196,0,0,2196,0,0,2,0,3,1,"Gd",7,1,"Attchd",1990,"RFn",3,701,84,70,0,0,0,0,0,6,2009,271900
20,"RL",0,8900,"Reg","Inside","NAmes","1Story",4,4,1966,1966,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","Rec",1056,0,0,1056,"TA",1056,0,0,1056,1,0,1,0,2,1,"TA",5,0,"Detchd",1966,"Unf",1,384,0,42,0,0,0,0,0,11,2006,107000
20,"RL",70,9135,"Reg","Inside","CollgCr","1Story",6,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",120,"Gd","PConc","Gd","Av","GLQ",340,0,1342,1682,"Ex",1700,0,0,1700,1,0,2,0,3,1,"Gd",7,0,"Attchd",2003,"RFn",2,544,192,23,0,0,0,0,0,5,2006,2e+05
20,"RL",70,7763,"Reg","Inside","NAmes","1Story",5,7,1962,1980,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",504,108,319,931,"TA",1283,0,0,1283,1,0,1,0,3,1,"TA",6,0,"Detchd",1980,"Unf",2,506,0,0,0,0,0,0,0,10,2008,140000
20,"RL",85,10182,"IR1","Inside","NAmes","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",420,"Gd","PConc","Ex","Mn","GLQ",1220,0,440,1660,"Ex",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,1,"Attchd",2006,"RFn",2,500,322,50,0,0,0,0,0,5,2006,290000
60,"RL",70,11218,"Reg","Inside","NAmes","2Story",6,5,1992,1992,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","PConc","Gd","No","Unf",0,0,1055,1055,"Ex",1055,790,0,1845,0,0,2,1,3,1,"Gd",8,1,"Attchd",1992,"RFn",2,462,635,104,0,0,0,0,400,5,2010,189000
50,"RL",152,12134,"IR1","Inside","NAmes","1.5Fin",8,7,1988,2005,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","PConc","Gd","Av","GLQ",427,0,132,559,"Gd",1080,672,0,1752,0,0,2,0,4,1,"TA",8,0,"Attchd",1988,"RFn",2,492,325,12,0,0,0,0,0,6,2010,164000
30,"RL",50,9340,"Reg","Inside","NAmes","1Story",4,6,1941,1950,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",344,0,328,672,"TA",672,0,0,672,1,0,1,0,2,1,"TA",4,0,"Attchd",1941,"Unf",1,234,0,113,0,0,0,0,0,8,2009,113000
80,"RL",0,10246,"IR1","Inside","NAmes","1Story",4,9,1965,2001,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","Av","GLQ",648,0,0,648,"Ex",960,0,0,960,1,1,0,0,0,1,"TA",3,0,"Attchd",1965,"Unf",1,364,88,0,0,0,0,0,0,5,2006,145000
85,"RL",69,10205,"IR1","Inside","NAmes","1Story",5,5,1962,1962,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","Av","BLQ",784,0,141,925,"TA",999,0,0,999,1,0,1,0,3,1,"TA",6,0,"Attchd",1962,"Unf",1,300,150,72,0,0,0,0,0,5,2006,134500
20,"RL",99,7094,"IR1","Inside","NAmes","1Story",5,5,1966,1966,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Rec",180,374,340,894,"TA",894,0,0,894,0,0,1,0,3,1,"TA",5,0,"Detchd",1966,"RFn",1,384,0,0,0,0,0,0,0,5,2007,125000
90,"RM",68,8930,"Reg","Inside","NAmes","1.5Fin",6,5,1978,1978,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","Unf",0,0,0,0,"TA",1318,584,0,1902,0,0,2,0,4,2,"TA",8,0,"Attchd",1978,"Unf",2,539,0,0,0,0,0,0,0,4,2010,112000
20,"RL",72,8640,"Reg","Inside","NAmes","1Story",8,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",72,"Gd","PConc","Gd","Mn","GLQ",936,0,364,1300,"Ex",1314,0,0,1314,1,0,2,0,3,1,"Gd",6,0,"Attchd",2009,"RFn",2,552,135,112,0,0,0,0,0,9,2009,229456
50,"RM",52,6240,"Reg","Inside","NAmes","1.5Fin",4,5,1947,1950,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","Unf",0,0,0,0,"Gd",672,240,0,912,0,0,1,0,2,1,"TA",3,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,7,2006,80500
160,"RM",21,1680,"Reg","Inside","NAmes","2Story",6,5,1971,1971,"Gable","VinylSd","VinylSd","BrkFace",236,"TA","CBlock","TA","No","Unf",0,0,672,672,"TA",672,546,0,1218,0,0,1,1,3,1,"TA",7,0,"Attchd",0,"Unf",0,0,201,0,0,0,0,0,0,4,2006,91500
20,"RL",66,7800,"IR1","Inside","NAmes","1Story",5,5,1964,1964,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Rec",312,600,0,912,"TA",912,0,0,912,0,0,1,0,2,1,"TA",5,0,"Attchd",1964,"Unf",1,288,0,0,0,0,0,0,0,11,2006,115000
20,"RL",55,8250,"Reg","Inside","NAmes","1Story",5,5,1968,1968,"Hip","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","BLQ",250,492,210,952,"Ex",1211,0,0,1211,0,0,1,0,3,1,"TA",5,1,"Attchd",1968,"Unf",1,322,0,63,0,0,0,0,0,8,2008,134000
50,"RL",78,10496,"Reg","Inside","NAmes","1.5Fin",6,6,1949,1950,"Gable","Wd Sdng","Wd Sdng","BrkFace",320,"TA","CBlock","TA","Mn","Rec",196,0,844,1040,"Ex",1168,678,0,1846,0,0,2,0,3,1,"TA",7,1,"Attchd",1949,"Unf",1,315,0,0,0,0,0,0,0,1,2007,143000
20,"RL",89,10680,"Reg","Inside","NAmes","1Story",5,3,1951,1951,"Hip","Wd Sdng","Wd Sdng","BrkFace",44,"TA","CBlock","TA","No","Unf",756,0,1380,2136,"TA",2136,0,0,2136,0,0,2,0,4,1,"TA",7,0,"Detchd",1951,"Unf",2,528,0,30,0,0,0,0,0,10,2006,137900
60,"RL",60,15384,"IR1","Inside","NAmes","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",724,0,64,788,"Ex",788,702,0,1490,1,0,2,1,3,1,"Gd",8,1,"Attchd",2004,"Fin",2,388,100,75,0,0,0,0,0,2,2008,184000
80,"RL",65,10482,"Reg","Inside","NAmes","1Story",6,8,1958,1958,"Hip","VinylSd","VinylSd","BrkFace",63,"TA","CBlock","TA","Av","GLQ",507,0,81,588,"Ex",1138,0,0,1138,0,1,1,0,3,1,"TA",6,0,"Attchd",1958,"RFn",1,264,224,0,0,0,0,0,0,6,2007,145000
60,"RL",86,14598,"IR1","Inside","NAmes","2Story",6,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",74,"Gd","PConc","Gd","Mn","Unf",0,0,894,894,"Ex",894,1039,0,1933,0,0,2,1,4,1,"Gd",9,1,"Attchd",2007,"Fin",3,668,100,18,0,0,0,0,0,1,2008,214000
